Street_One,Street_Two,response,latitude,longitude
MISSION ST,MINT ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:35.143+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.76, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_DcRaCsPZNCOqDBqoRJF7hB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78268, 'Longitude': -122.40777}, 'NavigationPosition': [{'Latitude': 37.78268, 'Longitude': -122.40777}], 'MapView': {'TopLeft': {'Latitude': 37.78279, 'Longitude': -122.40781}, 'BottomRight': {'Latitude': 37.78261, 'Longitude': -122.40767}}, 'Address': {'Label': 'Mint St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Mint St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.78268,-122.40777
MISSION ST,GENEVA AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:35.577+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_MhJx0F3ZNnSEplLHFUTJWB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71931, 'Longitude': -122.44416}, 'NavigationPosition': [{'Latitude': 37.71931, 'Longitude': -122.44416}], 'MapView': {'TopLeft': {'Latitude': 37.7212699, 'Longitude': -122.448}, 'BottomRight': {'Latitude': 37.7163899, 'Longitude': -122.441}}, 'Address': {'Label': 'Geneva Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Geneva Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71931,-122.44416
MISSION ST,CORTLAND AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:36.029+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_gVSiYJwMinPf-ormUMRl2A', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73897, 'Longitude': -122.41546}, 'NavigationPosition': [{'Latitude': 37.73897, 'Longitude': -122.41546}], 'MapView': {'TopLeft': {'Latitude': 37.74101, 'Longitude': -122.42284}, 'BottomRight': {'Latitude': 37.73888, 'Longitude': -122.40798}}, 'Address': {'Label': 'Cortland Ave, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Cortland Ave', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_6vMgQV30iVrhdNZm6cWZwB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73961, 'Longitude': -122.40749}, 'NavigationPosition': [{'Latitude': 37.73961, 'Longitude': -122.40749}], 'MapView': {'TopLeft': {'Latitude': 37.73963, 'Longitude': -122.40798}, 'BottomRight': {'Latitude': 37.7395799, 'Longitude': -122.407}}, 'Address': {'Label': 'Cortland Ave, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bayview', 'Street': 'Cortland Ave', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.73897,-122.41546
MISSION ST,22ND ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:36.458+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_XJArXMYCP6XJIzwSBMQQEA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.75563, 'Longitude': -122.41545}, 'NavigationPosition': [{'Latitude': 37.75563, 'Longitude': -122.41545}], 'MapView': {'TopLeft': {'Latitude': 37.75599, 'Longitude': -122.42142}, 'BottomRight': {'Latitude': 37.75526, 'Longitude': -122.40947}}, 'Address': {'Label': '22nd St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '22nd St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.75563,-122.41545
MISSION ST,06TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:36.900+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.89, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_m.NtWFPV37B2lfvp4c50JA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76992, 'Longitude': -122.3945}, 'NavigationPosition': [{'Latitude': 37.76992, 'Longitude': -122.3945}], 'MapView': {'TopLeft': {'Latitude': 37.77037, 'Longitude': -122.39453}, 'BottomRight': {'Latitude': 37.76948, 'Longitude': -122.39446}}, 'Address': {'Label': '6th St, San Francisco, CA 94158, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Bay', 'Street': '6th St', 'PostalCode': '94158', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.76992,-122.3945
MISSION ST,PRECITA AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:37.341+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_dpZMQ7WSwC5hELZ4JZVn.C', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74731, 'Longitude': -122.41461}, 'NavigationPosition': [{'Latitude': 37.74731, 'Longitude': -122.41461}], 'MapView': {'TopLeft': {'Latitude': 37.74833, 'Longitude': -122.41912}, 'BottomRight': {'Latitude': 37.74669, 'Longitude': -122.40789}}, 'Address': {'Label': 'Precita Ave, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Precita Ave', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.74731,-122.41461
MISSION ST,17TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:37.787+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_USmtsgM7NCAXKlo.9K4mHA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76368, 'Longitude': -122.41536}, 'NavigationPosition': [{'Latitude': 37.76368, 'Longitude': -122.41536}], 'MapView': {'TopLeft': {'Latitude': 37.76432, 'Longitude': -122.42042}, 'BottomRight': {'Latitude': 37.76337, 'Longitude': -122.41038}}, 'Address': {'Label': '17th St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '17th St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.76368,-122.41536
MISSION ST,CASTLE MANOR AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:38.238+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.92, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_w1cjREQXUyhOXB9B6l1MiA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72946, 'Longitude': -122.43115}, 'NavigationPosition': [{'Latitude': 37.72946, 'Longitude': -122.43115}], 'MapView': {'TopLeft': {'Latitude': 37.72968, 'Longitude': -122.43151}, 'BottomRight': {'Latitude': 37.72924, 'Longitude': -122.4308}}, 'Address': {'Label': 'Castle Manor Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Castle Manor Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72946,-122.43115
MISSION ST,ALLISON ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:38.659+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_IN820YDOI1qb8PWXm4ieXB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71206, 'Longitude': -122.44147}, 'NavigationPosition': [{'Latitude': 37.71206, 'Longitude': -122.44147}], 'MapView': {'TopLeft': {'Latitude': 37.71461, 'Longitude': -122.44265}, 'BottomRight': {'Latitude': 37.70946, 'Longitude': -122.44037}}, 'Address': {'Label': 'Allison St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Crocker Amazon', 'Street': 'Allison St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71206,-122.44147
MISSION ST,26TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:39.106+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_XQE7IfO7AYpI9STE88d8uD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74924, 'Longitude': -122.41506}, 'NavigationPosition': [{'Latitude': 37.74924, 'Longitude': -122.41506}], 'MapView': {'TopLeft': {'Latitude': 37.74962, 'Longitude': -122.42126}, 'BottomRight': {'Latitude': 37.74885, 'Longitude': -122.40886}}, 'Address': {'Label': '26th St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '26th St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.74924,-122.41506
MISSION ST,VIRGINIA AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:39.538+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_nBK45oKuvWrjxo1BxTFXwB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74239, 'Longitude': -122.41966}, 'NavigationPosition': [{'Latitude': 37.74239, 'Longitude': -122.41966}], 'MapView': {'TopLeft': {'Latitude': 37.74315, 'Longitude': -122.4215}, 'BottomRight': {'Latitude': 37.74101, 'Longitude': -122.41871}}, 'Address': {'Label': 'Virginia Ave, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Virginia Ave', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.74239,-122.41966
MISSION ST,COTTER ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:39.964+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_uupZOEic-8DZmtll4K5j3D', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72841, 'Longitude': -122.4354}, 'NavigationPosition': [{'Latitude': 37.72841, 'Longitude': -122.4354}], 'MapView': {'TopLeft': {'Latitude': 37.73028, 'Longitude': -122.43746}, 'BottomRight': {'Latitude': 37.72719, 'Longitude': -122.4329}}, 'Address': {'Label': 'Cotter St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Cotter St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.85, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.53, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_5plvehIy2LF9tvSOvBGlzD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.7112, 'Longitude': -122.44689}, 'NavigationPosition': [{'Latitude': 37.7112, 'Longitude': -122.44689}], 'MapView': {'TopLeft': {'Latitude': 37.7163899, 'Longitude': -122.45422}, 'BottomRight': {'Latitude': 37.70828, 'Longitude': -122.441}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72841,-122.4354
MISSION ST,WHIPPLE AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:40.383+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.4, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_vOkK62DwbbzTTbGEFNXyjB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71165, 'Longitude': -122.44882}, 'NavigationPosition': [{'Latitude': 37.71165, 'Longitude': -122.44882}], 'MapView': {'TopLeft': {'Latitude': 37.71275, 'Longitude': -122.45016}, 'BottomRight': {'Latitude': 37.71058, 'Longitude': -122.44746}}, 'Address': {'Label': 'Whipple Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Whipple Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71165,-122.44882
MISSION ST,08TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:40.859+0000', 'NextPageInformation': '2'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.75, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_ob5MC3mMch6B8AUm3ux6TD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.77867, 'Longitude': -122.4116}, 'NavigationPosition': [{'Latitude': 37.77867, 'Longitude': -122.4116}], 'MapView': {'TopLeft': {'Latitude': 37.78627, 'Longitude': -122.41995}, 'BottomRight': {'Latitude': 37.77012, 'Longitude': -122.402}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Mission St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.75, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_.tI56uRYikBo3ENwGGiCsC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.75317, 'Longitude': -122.41855}, 'NavigationPosition': [{'Latitude': 37.75317, 'Longitude': -122.41855}], 'MapView': {'TopLeft': {'Latitude': 37.76505, 'Longitude': -122.42196}, 'BottomRight': {'Latitude': 37.74239, 'Longitude': -122.41811}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': 'Mission St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.75, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_xh8h9x569U95YlQoHfte8C', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.79063, 'Longitude': -122.39649}, 'NavigationPosition': [{'Latitude': 37.79063, 'Longitude': -122.39649}], 'MapView': {'TopLeft': {'Latitude': 37.79325, 'Longitude': -122.39979}, 'BottomRight': {'Latitude': 37.78801, 'Longitude': -122.39319}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'The East Cut', 'Street': 'Mission St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.75, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_nR5ScNULR8DXKFRtLdxiYA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78713, 'Longitude': -122.40089}, 'NavigationPosition': [{'Latitude': 37.78713, 'Longitude': -122.40089}], 'MapView': {'TopLeft': {'Latitude': 37.78801, 'Longitude': -122.402}, 'BottomRight': {'Latitude': 37.78627, 'Longitude': -122.39979}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Mission St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.75, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_TfYWf.zKg46.R.dhm0o79D', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.77564, 'Longitude': -122.41085}, 'NavigationPosition': [{'Latitude': 37.77564, 'Longitude': -122.41085}], 'MapView': {'TopLeft': {'Latitude': 37.7787099, 'Longitude': -122.41476}, 'BottomRight': {'Latitude': 37.77004, 'Longitude': -122.40395}}, 'Address': {'Label': '8th St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': '8th St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.75, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_bYpKpxEcrDtz9LkmsfwmwD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72446, 'Longitude': -122.435}, 'NavigationPosition': [{'Latitude': 37.72446, 'Longitude': -122.435}], 'MapView': {'TopLeft': {'Latitude': 37.73186, 'Longitude': -122.441}, 'BottomRight': {'Latitude': 37.7163899, 'Longitude': -122.42822}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Excelsior', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.75, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_eY99sbnQmijHTi914dAAOB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72446, 'Longitude': -122.435}, 'NavigationPosition': [{'Latitude': 37.72446, 'Longitude': -122.435}], 'MapView': {'TopLeft': {'Latitude': 37.73186, 'Longitude': -122.441}, 'BottomRight': {'Latitude': 37.7163899, 'Longitude': -122.42822}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.75, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_mo8ojrGnuWRNQYvyypO0yD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74208, 'Longitude': -122.42217}, 'NavigationPosition': [{'Latitude': 37.74208, 'Longitude': -122.42217}], 'MapView': {'TopLeft': {'Latitude': 37.74837, 'Longitude': -122.42481}, 'BottomRight': {'Latitude': 37.7352599, 'Longitude': -122.41813}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Mission St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.75, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_5plvehIy2LF9tvSOvBGlzD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.7112, 'Longitude': -122.44689}, 'NavigationPosition': [{'Latitude': 37.7112, 'Longitude': -122.44689}], 'MapView': {'TopLeft': {'Latitude': 37.7163899, 'Longitude': -122.45422}, 'BottomRight': {'Latitude': 37.70828, 'Longitude': -122.441}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.75, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_w5IVIQowYY9RJDvsUbWXAC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71376, 'Longitude': -122.44357}, 'NavigationPosition': [{'Latitude': 37.71376, 'Longitude': -122.44357}], 'MapView': {'TopLeft': {'Latitude': 37.7163899, 'Longitude': -122.45422}, 'BottomRight': {'Latitude': 37.70828, 'Longitude': -122.441}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Crocker Amazon', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.77867,-122.4116
